ResponseID,list,msg,typos,gram_err,friends,similar,consci,less intell,intell,sophis,friendly,considerate,housemate,likeable,trust,flowed,education,age,reads,Ecommunication,Grammar,Bothered,Noticed,Extraver,Agree,Consci,Neur,Open,Scale
R_4Yq8mxqvADdqbWZ,1,Jamie,2,0,4,3,5,3,5,2,5,5,4,5,3,5,2,32,7,5.25,5,4,1,2.625,2.444444444,4,2,3.2,4.181818182
R_4Yq8mxqvADdqbWZ,1,Jessie,0,0,5,3,5,3,5,3,6,5,5,5,5,6,2,32,7,5.25,5,4,1,2.625,2.444444444,4,2,3.2,4.818181818
R_4Yq8mxqvADdqbWZ,1,Jordan,3,0,2,2,2,6,2,2,5,3,3,2,2,2,2,32,7,5.25,5,4,1,2.625,2.444444444,4,2,3.2,2.454545455
R_4Yq8mxqvADdqbWZ,1,Pat,0,2,5,3,5,3,5,3,6,5,6,5,5,6,2,32,7,5.25,5,4,1,2.625,2.444444444,4,2,3.2,4.909090909
R_4Yq8mxqvADdqbWZ,1,Sam,1,4,6,5,6,3,5,3,6,6,6,6,4,5,2,32,7,5.25,5,4,1,2.625,2.444444444,4,2,3.2,5.272727273
R_4Yq8mxqvADdqbWZ,1,Taylor,4,0,2,2,2,5,3,3,2,2,3,3,4,3,2,32,7,5.25,5,4,1,2.625,2.444444444,4,2,3.2,2.636363636
R_510tYD25QHx5UK9,1,Adrian,0,2,4,1,5,4,4,4,6,6,4,5,4,6,3,50,3,2.75,7,2,1,3.625,4.111111111,4,2.125,3.2,4.454545455
R_510tYD25QHx5UK9,1,Alex,0,3,4,4,4,4,4,4,5,4,4,5,4,3,3,50,3,2.75,7,2,1,3.625,4.111111111,4,2.125,3.2,4.090909091
R_510tYD25QHx5UK9,1,Blair,0,0,4,2,4,4,4,3,6,4,3,5,4,5,3,50,3,2.75,7,2,1,3.625,4.111111111,4,2.125,3.2,4
R_510tYD25QHx5UK9,1,C.J.,0,0,2,1,4,4,4,3,5,3,3,4,4,4,3,50,3,2.75,7,2,1,3.625,4.111111111,4,2.125,3.2,3.363636364
R_510tYD25QHx5UK9,1,Cameron,0,0,4,5,6,3,5,4,4,5,4,4,5,5,3,50,3,2.75,7,2,1,3.625,4.111111111,4,2.125,3.2,4.636363636
R_510tYD25QHx5UK9,1,Chris,2,0,3,2,3,4,4,3,5,4,4,5,4,3,3,50,3,2.75,7,2,1,3.625,4.111111111,4,2.125,3.2,3.636363636
R_510tYD25QHx5UK9,1,Jamie,2,0,2,1,3,5,3,3,5,4,3,4,4,3,3,50,3,2.75,7,2,1,3.625,4.111111111,4,2.125,3.2,3.181818182
R_510tYD25QHx5UK9,1,Jessie,0,0,3,2,6,3,5,4,5,6,4,5,6,4,3,50,3,2.75,7,2,1,3.625,4.111111111,4,2.125,3.2,4.545454545
R_510tYD25QHx5UK9,1,Jordan,3,0,5,5,6,4,4,4,5,5,6,6,5,5,3,50,3,2.75,7,2,1,3.625,4.111111111,4,2.125,3.2,5.090909091
R_510tYD25QHx5UK9,1,Pat,0,2,5,5,5,4,4,4,5,5,5,6,5,5,3,50,3,2.75,7,2,1,3.625,4.111111111,4,2.125,3.2,4.909090909
R_510tYD25QHx5UK9,1,Sam,1,4,5,4,6,2,6,4,6,6,4,5,4,6,3,50,3,2.75,7,2,1,3.625,4.111111111,4,2.125,3.2,5.090909091
R_510tYD25QHx5UK9,1,Taylor,4,0,3,4,6,3,5,5,5,6,6,4,5,5,3,50,3,2.75,7,2,1,3.625,4.111111111,4,2.125,3.2,4.909090909
R_51PrRtplsCRrin3,1,Adrian,0,2,7,6,6,6,2,3,6,5,6,6,5,6,4,21,6,4.75,6,4,1,3.125,2.777777778,3.222222222,3.125,3,5.272727273
R_51PrRtplsCRrin3,1,Alex,0,3,5,2,2,2,6,2,5,2,5,2,2,2,4,21,6,4.75,6,4,1,3.125,2.777777778,3.222222222,3.125,3,3.181818182
R_51PrRtplsCRrin3,1,Blair,0,0,4,3,4,4,4,3,4,3,4,5,4,5,4,21,6,4.75,6,4,1,3.125,2.777777778,3.222222222,3.125,3,3.909090909
R_51PrRtplsCRrin3,1,C.J.,0,0,5,3,5,4,4,5,5,5,5,3,2,3,4,21,6,4.75,6,4,1,3.125,2.777777778,3.222222222,3.125,3,4.090909091
R_51PrRtplsCRrin3,1,Cameron,0,0,5,4,3,4,4,5,5,4,3,5,4,4,4,21,6,4.75,6,4,1,3.125,2.777777778,3.222222222,3.125,3,4.181818182
R_51PrRtplsCRrin3,1,Chris,2,0,6,7,6,5,3,5,6,7,7,6,7,7,4,21,6,4.75,6,4,1,3.125,2.777777778,3.222222222,3.125,3,6.090909091
R_51PrRtplsCRrin3,1,Jamie,2,0,3,2,2,3,5,2,3,2,3,2,2,2,4,21,6,4.75,6,4,1,3.125,2.777777778,3.222222222,3.125,3,2.545454545
R_51PrRtplsCRrin3,1,Jessie,0,0,5,4,2,4,4,5,5,2,3,4,5,5,4,21,6,4.75,6,4,1,3.125,2.777777778,3.222222222,3.125,3,4
R_51PrRtplsCRrin3,1,Jordan,3,0,5,5,6,7,1,6,7,6,6,6,7,7,4,21,6,4.75,6,4,1,3.125,2.777777778,3.222222222,3.125,3,5.636363636
R_51PrRtplsCRrin3,1,Pat,0,2,2,5,5,4,4,2,5,5,2,2,5,2,4,21,6,4.75,6,4,1,3.125,2.777777778,3.222222222,3.125,3,3.545454545
R_51PrRtplsCRrin3,1,Sam,1,4,7,6,6,6,2,7,6,7,6,6,7,7,4,21,6,4.75,6,4,1,3.125,2.777777778,3.222222222,3.125,3,6.090909091
R_51PrRtplsCRrin3,1,Taylor,4,0,4,4,2,4,4,2,5,2,5,2,2,2,4,21,6,4.75,6,4,1,3.125,2.777777778,3.222222222,3.125,3,3.090909091
R_51qsmbfKJvJ5krP,1,Adrian,0,2,2,1,6,2,6,2,6,6,5,6,5,6,2,34,4,5.5,7,4,1,1.625,3,4.333333333,3.25,3.8,4.636363636
R_51qsmbfKJvJ5krP,1,Alex,0,3,4,3,4,2,6,2,7,4,5,6,4,5,2,34,4,5.5,7,4,1,1.625,3,4.333333333,3.25,3.8,4.545454545
R_51qsmbfKJvJ5krP,1,Blair,0,0,1,1,3,2,6,2,6,3,2,6,2,5,2,34,4,5.5,7,4,1,1.625,3,4.333333333,3.25,3.8,3.363636364
R_51qsmbfKJvJ5krP,1,C.J.,0,0,3,2,4,2,6,2,6,4,2,6,4,5,2,34,4,5.5,7,4,1,1.625,3,4.333333333,3.25,3.8,4
R_51qsmbfKJvJ5krP,1,Cameron,0,0,6,6,7,2,6,3,6,7,6,6,5,6,2,34,4,5.5,7,4,1,1.625,3,4.333333333,3.25,3.8,5.818181818
R_51qsmbfKJvJ5krP,1,Chris,2,0,2,1,2,3,5,2,4,3,2,4,3,2,2,34,4,5.5,7,4,1,1.625,3,4.333333333,3.25,3.8,2.727272727
R_51qsmbfKJvJ5krP,1,Jamie,2,0,2,2,4,2,6,2,6,4,2,6,4,3,2,34,4,5.5,7,4,1,1.625,3,4.333333333,3.25,3.8,3.727272727
R_51qsmbfKJvJ5krP,1,Jessie,0,0,5,2,6,5,3,4,6,6,4,5,6,6,2,34,4,5.5,7,4,1,1.625,3,4.333333333,3.25,3.8,4.818181818
R_51qsmbfKJvJ5krP,1,Jordan,3,0,6,5,6,3,5,3,5,6,6,6,5,5,2,34,4,5.5,7,4,1,1.625,3,4.333333333,3.25,3.8,5.272727273
R_51qsmbfKJvJ5krP,1,Pat,0,2,5,4,4,3,5,3,5,5,4,5,4,5,2,34,4,5.5,7,4,1,1.625,3,4.333333333,3.25,3.8,4.454545455
R_51qsmbfKJvJ5krP,1,Sam,1,4,3,2,4,5,3,2,6,6,3,4,4,3,2,34,4,5.5,7,4,1,1.625,3,4.333333333,3.25,3.8,3.636363636
R_51qsmbfKJvJ5krP,1,Taylor,4,0,2,2,5,5,3,2,4,3,2,5,4,1,2,34,4,5.5,7,4,1,1.625,3,4.333333333,3.25,3.8,3
R_55xa7NJwhlr4CSV,3,Adrian,0,0,5,5,6,2,6,2,6,6,6,6,6,6,2,34,6,1.25,6,,2,3.75,4.333333333,4.777777778,2.375,3.5,5.454545455
R_55xa7NJwhlr4CSV,3,Alex,0,0,4,2,2,6,2,1,4,3,2,3,3,1,2,34,6,1.25,6,,2,3.75,4.333333333,4.777777778,2.375,3.5,2.454545455
R_55xa7NJwhlr4CSV,3,Blair,2,0,4,2,3,6,2,1,6,2,3,5,3,6,2,34,6,1.25,6,,2,3.75,4.333333333,4.777777778,2.375,3.5,3.363636364
R_55xa7NJwhlr4CSV,3,C.J.,2,0,4,1,2,4,4,2,6,2,2,5,3,3,2,34,6,1.25,6,,2,3.75,4.333333333,4.777777778,2.375,3.5,3.090909091
R_55xa7NJwhlr4CSV,3,Cameron,3,0,4,6,6,2,6,2,6,6,6,6,6,6,2,34,6,1.25,6,,2,3.75,4.333333333,4.777777778,2.375,3.5,5.454545455
R_55xa7NJwhlr4CSV,3,Chris,0,3,4,3,3,5,3,5,6,5,3,6,5,5,2,34,6,1.25,6,,2,3.75,4.333333333,4.777777778,2.375,3.5,4.363636364
R_55xa7NJwhlr4CSV,3,Jamie,0,3,4,1,3,6,2,2,6,3,2,6,4,5,2,34,6,1.25,6,,2,3.75,4.333333333,4.777777778,2.375,3.5,3.454545455
R_55xa7NJwhlr4CSV,3,Jessie,2,0,5,5,6,2,6,2,6,6,6,6,6,6,2,34,6,1.25,6,,2,3.75,4.333333333,4.777777778,2.375,3.5,5.454545455
R_55xa7NJwhlr4CSV,3,Jordan,0,3,4,5,5,3,5,3,6,5,5,6,5,6,2,34,6,1.25,6,,2,3.75,4.333333333,4.777777778,2.375,3.5,5
R_55xa7NJwhlr4CSV,3,Pat,0,0,4,1,5,2,6,2,6,6,6,6,6,6,2,34,6,1.25,6,,2,3.75,4.333333333,4.777777778,2.375,3.5,4.909090909
R_55xa7NJwhlr4CSV,3,Sam,0,0,4,2,3,5,3,1,5,3,3,3,3,3,2,34,6,1.25,6,,2,3.75,4.333333333,4.777777778,2.375,3.5,3
R_55xa7NJwhlr4CSV,3,Taylor,0,4,7,7,7,1,7,2,7,7,7,7,7,7,2,34,6,1.25,6,,2,3.75,4.333333333,4.777777778,2.375,3.5,6.545454545
R_56mdOw1mG1L567z,1,Adrian,0,2,4,4,4,4,4,3,4,4,4,4,4,3,4,28,7,1.5,5,3,1,3,3.777777778,3.555555556,2.75,3.9,3.818181818
R_56mdOw1mG1L567z,1,Alex,0,3,3,2,2,5,3,2,4,2,2,2,2,2,4,28,7,1.5,5,3,1,3,3.777777778,3.555555556,2.75,3.9,2.363636364
R_56mdOw1mG1L567z,1,Blair,0,0,5,4,5,3,5,3,6,6,6,6,6,6,4,28,7,1.5,5,3,1,3,3.777777778,3.555555556,2.75,3.9,5.272727273
R_56mdOw1mG1L567z,1,C.J.,0,0,4,3,4,4,4,3,4,4,3,4,3,3,4,28,7,1.5,5,3,1,3,3.777777778,3.555555556,2.75,3.9,3.545454545
R_56mdOw1mG1L567z,1,Cameron,0,0,4,3,4,3,5,4,3,4,3,3,5,4,4,28,7,1.5,5,3,1,3,3.777777778,3.555555556,2.75,3.9,3.818181818
R_56mdOw1mG1L567z,1,Chris,2,0,4,2,3,4,4,2,4,4,3,4,3,2,4,28,7,1.5,5,3,1,3,3.777777778,3.555555556,2.75,3.9,3.181818182
R_56mdOw1mG1L567z,1,Jamie,2,0,3,3,4,5,3,2,5,5,5,5,4,2,4,28,7,1.5,5,3,1,3,3.777777778,3.555555556,2.75,3.9,3.727272727
R_56mdOw1mG1L567z,1,Jessie,0,0,5,4,5,3,5,5,5,5,4,5,5,5,4,28,7,1.5,5,3,1,3,3.777777778,3.555555556,2.75,3.9,4.818181818
R_56mdOw1mG1L567z,1,Jordan,3,0,5,4,5,3,5,5,5,5,5,5,5,5,4,28,7,1.5,5,3,1,3,3.777777778,3.555555556,2.75,3.9,4.909090909
R_56mdOw1mG1L567z,1,Pat,0,2,4,4,5,4,4,3,5,5,5,5,5,5,4,28,7,1.5,5,3,1,3,3.777777778,3.555555556,2.75,3.9,4.545454545
R_56mdOw1mG1L567z,1,Sam,1,4,4,4,5,5,3,3,6,5,5,6,5,4,4,28,7,1.5,5,3,1,3,3.777777778,3.555555556,2.75,3.9,4.545454545
R_56mdOw1mG1L567z,1,Taylor,4,0,4,5,5,2,6,5,4,5,5,4,5,4,4,28,7,1.5,5,3,1,3,3.777777778,3.555555556,2.75,3.9,4.727272727
R_5aOzaPFTsicFeBL,3,Adrian,0,0,2,2,5,4,4,4,6,6,6,6,6,6,1,19,6,1.75,5,3,1,3.125,3.333333333,3.888888889,3,3.7,4.818181818
R_5aOzaPFTsicFeBL,3,Alex,0,0,4,3,3,4,4,4,5,4,3,4,4,3,1,19,6,1.75,5,3,1,3.125,3.333333333,3.888888889,3,3.7,3.727272727
R_5aOzaPFTsicFeBL,3,Blair,2,0,4,4,3,4,4,4,3,3,3,5,3,5,1,19,6,1.75,5,3,1,3.125,3.333333333,3.888888889,3,3.7,3.727272727
R_5aOzaPFTsicFeBL,3,C.J.,2,0,5,4,3,4,4,4,5,3,3,5,5,5,1,19,6,1.75,5,3,1,3.125,3.333333333,3.888888889,3,3.7,4.181818182
R_5aOzaPFTsicFeBL,3,Cameron,3,0,3,3,5,4,4,4,4,4,4,4,4,3,1,19,6,1.75,5,3,1,3.125,3.333333333,3.888888889,3,3.7,3.818181818
R_5aOzaPFTsicFeBL,3,Chris,0,3,4,4,5,4,4,4,6,6,6,6,6,5,1,19,6,1.75,5,3,1,3.125,3.333333333,3.888888889,3,3.7,5.090909091
R_5aOzaPFTsicFeBL,3,Jamie,0,3,4,5,5,4,4,4,5,5,5,5,5,5,1,19,6,1.75,5,3,1,3.125,3.333333333,3.888888889,3,3.7,4.727272727
R_5aOzaPFTsicFeBL,3,Jessie,2,0,6,5,5,4,4,4,5,5,5,5,5,5,1,19,6,1.75,5,3,1,3.125,3.333333333,3.888888889,3,3.7,4.909090909
R_5aOzaPFTsicFeBL,3,Jordan,0,3,5,4,5,4,4,4,6,6,6,6,6,5,1,19,6,1.75,5,3,1,3.125,3.333333333,3.888888889,3,3.7,5.181818182
R_5aOzaPFTsicFeBL,3,Pat,0,0,2,3,5,4,4,4,5,5,5,5,5,5,1,19,6,1.75,5,3,1,3.125,3.333333333,3.888888889,3,3.7,4.363636364
R_5aOzaPFTsicFeBL,3,Sam,0,0,2,2,6,4,4,4,5,5,5,5,5,5,1,19,6,1.75,5,3,1,3.125,3.333333333,3.888888889,3,3.7,4.363636364
R_5aOzaPFTsicFeBL,3,Taylor,0,4,3,3,5,3,5,4,4,4,5,3,4,5,1,19,6,1.75,5,3,1,3.125,3.333333333,3.888888889,3,3.7,4.090909091
R_5C41jC1C2cFUkwR,1,Adrian,0,2,7,6,7,1,7,3,6,7,7,7,7,7,4,25,7,2.75,5,4,1,2.75,3.888888889,5,1.75,3.5,6.454545455
R_5C41jC1C2cFUkwR,1,Alex,0,3,2,2,4,4,4,2,6,4,4,5,4,5,4,25,7,2.75,5,4,1,2.75,3.888888889,5,1.75,3.5,3.818181818
R_5C41jC1C2cFUkwR,1,Blair,0,0,4,2,4,2,6,2,5,4,3,5,5,6,4,25,7,2.75,5,4,1,2.75,3.888888889,5,1.75,3.5,4.181818182
R_5C41jC1C2cFUkwR,1,C.J.,0,0,3,3,2,5,3,2,7,3,2,5,5,6,4,25,7,2.75,5,4,1,2.75,3.888888889,5,1.75,3.5,3.727272727
R_5C41jC1C2cFUkwR,1,Cameron,0,0,5,5,6,2,6,3,5,7,6,5,7,5,4,25,7,2.75,5,4,1,2.75,3.888888889,5,1.75,3.5,5.454545455
R_5C41jC1C2cFUkwR,1,Chris,2,0,1,1,1,7,1,1,5,2,2,1,2,1,4,25,7,2.75,5,4,1,2.75,3.888888889,5,1.75,3.5,1.636363636
R_5C41jC1C2cFUkwR,1,Jamie,2,0,1,1,2,6,2,1,5,4,2,4,3,2,4,25,7,2.75,5,4,1,2.75,3.888888889,5,1.75,3.5,2.454545455
R_5C41jC1C2cFUkwR,1,Jessie,0,0,7,7,7,1,7,4,6,6,7,7,7,7,4,25,7,2.75,5,4,1,2.75,3.888888889,5,1.75,3.5,6.545454545
R_5C41jC1C2cFUkwR,1,Jordan,3,0,1,1,1,6,2,2,5,4,3,3,3,2,4,25,7,2.75,5,4,1,2.75,3.888888889,5,1.75,3.5,2.454545455
R_5C41jC1C2cFUkwR,1,Pat,0,2,7,7,7,1,7,4,6,7,6,6,7,7,4,25,7,2.75,5,4,1,2.75,3.888888889,5,1.75,3.5,6.454545455
R_5C41jC1C2cFUkwR,1,Sam,1,4,7,6,6,2,6,4,7,7,7,7,7,7,4,25,7,2.75,5,4,1,2.75,3.888888889,5,1.75,3.5,6.454545455
R_5C41jC1C2cFUkwR,1,Taylor,4,0,4,3,3,4,4,2,3,6,4,3,6,2,4,25,7,2.75,5,4,1,2.75,3.888888889,5,1.75,3.5,3.636363636
R_5nI90QwX097faDz,3,Adrian,0,0,4,2,4,4,4,2,6,5,5,5,5,6,4,44,2,1.25,6,3,1,1.875,4.222222222,2.777777778,1.125,2.4,4.363636364
R_5nI90QwX097faDz,3,Alex,0,0,4,4,5,2,6,4,7,4,5,6,4,7,4,44,2,1.25,6,3,1,1.875,4.222222222,2.777777778,1.125,2.4,5.090909091
R_5nI90QwX097faDz,3,Blair,2,0,2,1,4,4,4,2,6,3,1,3,3,5,4,44,2,1.25,6,3,1,1.875,4.222222222,2.777777778,1.125,2.4,3.090909091
R_5nI90QwX097faDz,3,C.J.,2,0,4,2,2,3,5,2,5,2,2,4,4,6,4,44,2,1.25,6,3,1,1.875,4.222222222,2.777777778,1.125,2.4,3.454545455
R_5nI90QwX097faDz,3,Cameron,3,0,2,1,6,6,2,2,5,5,4,4,4,3,4,44,2,1.25,6,3,1,1.875,4.222222222,2.777777778,1.125,2.4,3.454545455
R_5nI90QwX097faDz,3,Chris,0,3,2,1,4,4,4,1,5,4,3,4,4,2,4,44,2,1.25,6,3,1,1.875,4.222222222,2.777777778,1.125,2.4,3.090909091
R_5nI90QwX097faDz,3,Jamie,0,3,1,1,4,6,2,2,4,4,4,4,4,2,4,44,2,1.25,6,3,1,1.875,4.222222222,2.777777778,1.125,2.4,2.909090909
R_5nI90QwX097faDz,3,Jessie,2,0,5,2,7,2,6,4,6,7,7,6,6,6,4,44,2,1.25,6,3,1,1.875,4.222222222,2.777777778,1.125,2.4,5.636363636
R_5nI90QwX097faDz,3,Jordan,0,3,1,1,4,6,2,2,5,5,4,4,6,2,4,44,2,1.25,6,3,1,1.875,4.222222222,2.777777778,1.125,2.4,3.272727273
R_5nI90QwX097faDz,3,Pat,0,0,1,1,6,4,4,4,5,4,4,4,4,6,4,44,2,1.25,6,3,1,1.875,4.222222222,2.777777778,1.125,2.4,3.909090909
R_5nI90QwX097faDz,3,Sam,0,0,4,5,6,2,6,2,6,6,5,5,5,5,4,44,2,1.25,6,3,1,1.875,4.222222222,2.777777778,1.125,2.4,5
R_5nI90QwX097faDz,3,Taylor,0,4,1,1,5,7,1,1,4,6,4,4,5,2,4,44,2,1.25,6,3,1,1.875,4.222222222,2.777777778,1.125,2.4,3.090909091
R_5sxdFx7waapMSRn,2,Adrian,3,0,4,2,4,5,3,4,5,4,4,4,4,3,1,33,4,1,6,3,1,2.375,3.111111111,3.555555556,3.375,3.7,3.727272727
R_5sxdFx7waapMSRn,2,Alex,3,0,4,3,4,4,4,4,5,4,4,5,4,5,1,33,4,1,6,3,1,2.375,3.111111111,3.555555556,3.375,3.7,4.181818182
R_5sxdFx7waapMSRn,2,Blair,0,3,5,4,5,3,5,4,5,5,5,5,4,5,1,33,4,1,6,3,1,2.375,3.111111111,3.555555556,3.375,3.7,4.727272727
R_5sxdFx7waapMSRn,2,C.J.,0,4,5,4,4,4,4,4,5,4,4,5,4,3,1,33,4,1,6,3,1,2.375,3.111111111,3.555555556,3.375,3.7,4.181818182
R_5sxdFx7waapMSRn,2,Cameron,0,2,5,5,5,2,6,3,4,5,6,4,5,6,1,33,4,1,6,3,1,2.375,3.111111111,3.555555556,3.375,3.7,4.909090909
R_5sxdFx7waapMSRn,2,Chris,0,0,4,3,5,3,5,4,5,5,4,5,4,6,1,33,4,1,6,3,1,2.375,3.111111111,3.555555556,3.375,3.7,4.545454545
R_5sxdFx7waapMSRn,2,Jamie,0,0,4,4,5,4,4,4,5,5,4,5,4,6,1,33,4,1,6,3,1,2.375,3.111111111,3.555555556,3.375,3.7,4.545454545
R_5sxdFx7waapMSRn,2,Jessie,0,3,5,4,5,4,4,4,5,6,5,5,4,6,1,33,4,1,6,3,1,2.375,3.111111111,3.555555556,3.375,3.7,4.818181818
R_5sxdFx7waapMSRn,2,Jordan,0,0,4,4,5,3,5,3,5,5,5,5,4,5,1,33,4,1,6,3,1,2.375,3.111111111,3.555555556,3.375,3.7,4.545454545
R_5sxdFx7waapMSRn,2,Pat,2,0,4,3,5,3,5,4,5,4,4,5,4,6,1,33,4,1,6,3,1,2.375,3.111111111,3.555555556,3.375,3.7,4.454545455
R_5sxdFx7waapMSRn,2,Sam,2,0,4,4,5,4,4,4,5,5,4,5,4,6,1,33,4,1,6,3,1,2.375,3.111111111,3.555555556,3.375,3.7,4.545454545
R_5sxdFx7waapMSRn,2,Taylor,0,0,4,4,6,2,6,4,5,6,5,4,5,6,1,33,4,1,6,3,1,2.375,3.111111111,3.555555556,3.375,3.7,5
R_5u29kQHMXmtxujX,2,Adrian,3,0,5,5,5,5,3,3,6,5,4,5,5,2,4,24,5,3.25,6,3,1,3.625,3.555555556,4.111111111,2.25,2.9,4.363636364
R_5u29kQHMXmtxujX,2,Alex,3,0,3,3,3,6,2,2,5,3,3,3,3,2,4,24,5,3.25,6,3,1,3.625,3.555555556,4.111111111,2.25,2.9,2.909090909
R_5u29kQHMXmtxujX,2,Blair,0,3,4,3,3,5,3,2,6,3,3,3,3,3,4,24,5,3.25,6,3,1,3.625,3.555555556,4.111111111,2.25,2.9,3.272727273
R_5u29kQHMXmtxujX,2,C.J.,0,4,3,3,5,5,3,3,5,3,3,3,4,4,4,24,5,3.25,6,3,1,3.625,3.555555556,4.111111111,2.25,2.9,3.545454545
R_5u29kQHMXmtxujX,2,Cameron,0,2,6,6,5,3,5,5,6,6,6,6,6,6,4,24,5,3.25,6,3,1,3.625,3.555555556,4.111111111,2.25,2.9,5.727272727
R_5u29kQHMXmtxujX,2,Chris,0,0,5,5,6,3,5,4,5,5,5,5,5,4,4,24,5,3.25,6,3,1,3.625,3.555555556,4.111111111,2.25,2.9,4.909090909
R_5u29kQHMXmtxujX,2,Jamie,0,0,5,5,6,3,5,6,6,5,5,5,5,5,4,24,5,3.25,6,3,1,3.625,3.555555556,4.111111111,2.25,2.9,5.272727273
R_5u29kQHMXmtxujX,2,Jessie,0,3,6,6,6,2,6,6,6,6,6,6,6,6,4,24,5,3.25,6,3,1,3.625,3.555555556,4.111111111,2.25,2.9,6
R_5u29kQHMXmtxujX,2,Jordan,0,0,6,5,6,3,5,6,6,6,6,6,5,6,4,24,5,3.25,6,3,1,3.625,3.555555556,4.111111111,2.25,2.9,5.727272727
R_5u29kQHMXmtxujX,2,Pat,2,0,3,3,5,5,3,4,5,5,4,4,4,2,4,24,5,3.25,6,3,1,3.625,3.555555556,4.111111111,2.25,2.9,3.818181818
R_5u29kQHMXmtxujX,2,Sam,2,0,6,5,3,5,3,3,6,5,5,5,5,2,4,24,5,3.25,6,3,1,3.625,3.555555556,4.111111111,2.25,2.9,4.363636364
R_5u29kQHMXmtxujX,2,Taylor,0,0,7,7,6,7,1,7,6,6,6,6,6,7,4,24,5,3.25,6,3,1,3.625,3.555555556,4.111111111,2.25,2.9,5.909090909
R_5zg5Q8kp2JvtvG5,2,Adrian,3,0,6,5,5,5,3,3,6,6,5,5,6,1,4,41,2,3,7,2,1,3.5,4.888888889,5,1.25,3.2,4.636363636
R_5zg5Q8kp2JvtvG5,2,Alex,3,0,5,5,5,5,3,3,6,6,5,6,6,2,4,41,2,3,7,2,1,3.5,4.888888889,5,1.25,3.2,4.727272727
R_5zg5Q8kp2JvtvG5,2,Blair,0,3,3,2,5,6,2,2,5,5,2,5,5,2,4,41,2,3,7,2,1,3.5,4.888888889,5,1.25,3.2,3.454545455
R_5zg5Q8kp2JvtvG5,2,C.J.,0,4,3,2,5,3,5,2,6,5,3,6,6,5,4,41,2,3,7,2,1,3.5,4.888888889,5,1.25,3.2,4.363636364
R_5zg5Q8kp2JvtvG5,2,Cameron,0,2,6,6,7,5,3,5,6,7,6,6,7,6,4,41,2,3,7,2,1,3.5,4.888888889,5,1.25,3.2,5.909090909
R_5zg5Q8kp2JvtvG5,2,Chris,0,0,6,5,6,2,6,5,6,7,6,6,7,5,4,41,2,3,7,2,1,3.5,4.888888889,5,1.25,3.2,5.909090909
R_5zg5Q8kp2JvtvG5,2,Jamie,0,0,5,5,6,3,5,3,6,7,5,6,6,6,4,41,2,3,7,2,1,3.5,4.888888889,5,1.25,3.2,5.454545455
R_5zg5Q8kp2JvtvG5,2,Jessie,0,3,7,6,7,5,3,5,6,7,7,7,7,6,4,41,2,3,7,2,1,3.5,4.888888889,5,1.25,3.2,6.181818182
R_5zg5Q8kp2JvtvG5,2,Jordan,0,0,6,5,6,5,3,5,7,6,6,6,7,5,4,41,2,3,7,2,1,3.5,4.888888889,5,1.25,3.2,5.636363636
R_5zg5Q8kp2JvtvG5,2,Pat,2,0,6,5,5,5,3,5,6,6,5,6,6,3,4,41,2,3,7,2,1,3.5,4.888888889,5,1.25,3.2,5.090909091
R_5zg5Q8kp2JvtvG5,2,Sam,2,0,5,5,6,3,5,3,5,6,5,6,6,2,4,41,2,3,7,2,1,3.5,4.888888889,5,1.25,3.2,4.909090909
R_5zg5Q8kp2JvtvG5,2,Taylor,0,0,6,6,7,3,5,5,6,7,6,6,6,7,4,41,2,3,7,2,1,3.5,4.888888889,5,1.25,3.2,6.090909091
R_6lC3HScrPjYLbA9,3,Adrian,0,0,5,3,4,4,4,4,5,5,4,5,4,5,4,42,7,3.75,7,3,1,2.875,3.333333333,4,2.625,3.6,4.363636364
R_6lC3HScrPjYLbA9,3,Alex,0,0,3,3,3,5,3,3,5,4,4,4,4,5,4,42,7,3.75,7,3,1,2.875,3.333333333,4,2.625,3.6,3.727272727
R_6lC3HScrPjYLbA9,3,Blair,2,0,3,2,3,5,3,3,5,3,2,5,3,4,4,42,7,3.75,7,3,1,2.875,3.333333333,4,2.625,3.6,3.272727273
R_6lC3HScrPjYLbA9,3,C.J.,2,0,5,3,4,3,5,3,5,3,3,5,4,4,4,42,7,3.75,7,3,1,2.875,3.333333333,4,2.625,3.6,4
R_6lC3HScrPjYLbA9,3,Cameron,3,0,5,5,5,3,5,3,5,5,5,5,5,5,4,42,7,3.75,7,3,1,2.875,3.333333333,4,2.625,3.6,4.818181818
R_6lC3HScrPjYLbA9,3,Chris,0,3,4,3,3,3,5,3,5,4,4,5,4,3,4,42,7,3.75,7,3,1,2.875,3.333333333,4,2.625,3.6,3.909090909
R_6lC3HScrPjYLbA9,3,Jamie,0,3,5,4,4,4,4,3,5,5,3,5,4,4,4,42,7,3.75,7,3,1,2.875,3.333333333,4,2.625,3.6,4.181818182
R_6lC3HScrPjYLbA9,3,Jessie,2,0,5,4,5,3,5,4,5,5,5,5,5,4,4,42,7,3.75,7,3,1,2.875,3.333333333,4,2.625,3.6,4.727272727
R_6lC3HScrPjYLbA9,3,Jordan,0,3,3,3,3,5,3,3,5,3,3,5,4,4,4,42,7,3.75,7,3,1,2.875,3.333333333,4,2.625,3.6,3.545454545
